Year,County_of_Residence,County_of_Residence_FIPS,Births,Ave_Age_of_Mother,Ave_OE_Gestational_Age_Wks,Ave_LMP_Gestational_Age_Wks,Ave_Birth_Weight_gms,Ave_Pre_pregnancy_BMI,Ave_Number_of_Prenatal_Wks,Net_earnings_by_place_of_residence,Percapita_personal_income,Population,Wage_and_salary_employment,Earnings_per_job_avg,Personal_income,Total_employment
2017,"St. Lawrence County, NY",36089,1038,27.8,38.52,38.77,3301.27,28.81,10.64,2255419,36935,108562,37395,51532,4009735,46988
2018,"St. Lawrence County, NY",36089,1080,27.85,38.7,38.91,3361.77,29.35,10.58,2314676,37940,108047,37850,52273,4099269,47659
2016,"St. Lawrence County, NY",36089,1083,27.91,38.85,39.07,3372.82,29.04,10.7,2147296,34566,109411,37253,49066,3781948,46813
2018,"Saratoga County, NY",36091,2022,30.74,38.82,38.96,3376.45,27.25,12.02,9900027,67618,230163,95492,56291,15563222,127354
2016,"Saratoga County, NY",36091,2210,30.55,38.74,38.98,3364.75,26.98,12.22,9390833,62444,227048,90627,52241,14177849,120526
2017,"Saratoga County, NY",36091,2135,30.5,38.75,38.95,3361.95,27.24,12.03,9571638,64977,229102,92482,54656,14886361,123513
2016,"Schenectady County, NY",36093,1770,29.06,38.58,38.76,3280.83,28.29,11.88,4571236,47423,154473,66708,61885,7325501,81156
2017,"Schenectady County, NY",36093,1814,29.33,38.65,38.79,3284.74,28.01,12.2,4670994,49202,154814,66961,61937,7617215,82191
2018,"Schenectady County, NY",36093,1840,29.35,38.57,38.65,3267.93,28.38,11.49,4828217,50533,155350,66430,62384,7850343,82137
2018,"Suffolk County, NY",36103,15278,30.85,38.47,38.63,3266.46,26.97,10.94,66742837,68617,1481093,695836,67364,101628265,898105
2017,"Suffolk County, NY",36103,15359,30.75,38.48,38.6,3273.63,26.64,10.85,63891816,65445,1483571,694116,66514,97091919,890678
2016,"Suffolk County, NY",36103,15559,30.53,38.49,38.67,3277.25,26.74,10.76,62342141,62708,1486804,685382,63891,93234004,881010
2017,"Tompkins County, NY",36109,767,30.27,38.89,39.07,3357.22,25.94,11.76,2823033,43466,102678,56014,55240,4462964,69929
2018,"Tompkins County, NY",36109,735,30.49,38.8,38.96,3330.2,26.35,11.97,2927136,45282,102793,56633,56671,4654658,70894
2016,"Tompkins County, NY",36109,787,30.49,38.92,39.04,3369.37,25.94,11.88,2698443,40989,102938,56572,53306,4219282,69896
2018,"Ulster County, NY",36111,1546,29.83,38.85,38.98,3344.49,27.78,10.92,5266245,50462,178599,64954,48446,9012508,92469
2016,"Ulster County, NY",36111,1482,29.51,38.86,39.08,3358.29,27.64,11.16,4882698,46211,179080,63911,46173,8275529,90268
2017,"Ulster County, NY",36111,1453,29.69,38.79,39.03,3339.84,28.16,10.72,5052939,48508,178723,64171,47483,8669500,91007
2017,"Westchester County, NY",36119,10400,31.82,38.6,38.61,3268.27,25.87,11.21,63020237,103169,969279,453522,78052,99999384,623331
2018,"Westchester County, NY",36119,10091,31.86,38.54,38.59,3259.86,26.05,11.19,65749509,108976,967612,458205,78760,105446410,632995
2016,"Westchester County, NY",36119,10280,31.54,38.6,38.7,3266.95,25.88,11.18,59411376,96308,970556,450505,74150,93472671,621382
2018,"Alamance County, NC",37001,1958,28.35,38.41,38.62,3259.31,28.78,10.92,3924554,39342,166436,66075,44135,6548003,84379
2017,"Alamance County, NC",37001,1940,28.0,38.47,38.75,3254.35,28.06,11.37,3769820,38141,163529,64633,43168,6237219,82464
2016,"Alamance County, NC",37001,1856,27.95,38.42,38.64,3239.66,27.7,11.42,3623027,37317,160392,64022,42554,5985371,81194
2016,"Brunswick County, NC",37019,978,27.86,38.45,38.45,3246.81,27.23,11.61,2384139,40295,126302,33284,38883,5089309,50190
2018,"Brunswick County, NC",37019,987,28.21,38.34,38.57,3258.77,27.53,11.18,2682547,42749,136744,35089,41341,5845674,52512
2017,"Brunswick County, NC",37019,1008,28.14,38.56,38.77,3285.46,27.14,11.67,2539425,41619,130735,34445,40573,5441111,51399
2017,"Buncombe County, NC",37021,2393,29.41,38.53,38.63,3257.96,25.58,13.06,6507621,46143,257185,137909,45377,11867353,184358
2018,"Buncombe County, NC",37021,2482,29.69,38.5,38.95,3264.1,25.97,14.01,6858012,48592,259103,141078,46745,12590381,188883
2016,"Buncombe County, NC",37021,2595,29.44,38.53,38.57,3284.18,25.62,12.13,6275808,44412,254988,135659,44655,11324635,180142
2017,"Cabarrus County, NC",37025,2593,28.97,38.43,38.66,3264.88,27.33,11.65,6263968,43546,206724,81050,46060,9001900,105257
2018,"Cabarrus County, NC",37025,2509,29.44,38.39,38.63,3243.32,27.72,11.83,6655126,45220,211342,81889,44981,9556853,106822
2016,"Cabarrus County, NC",37025,2477,29.01,38.53,38.53,3268.16,27.17,11.63,5976739,42529,201470,77304,44831,8568405,100359
2017,"Catawba County, NC",37035,1652,27.63,38.53,38.67,3275.22,27.72,14.12,4102648,43318,157811,92539,48747,6836096,111681
2016,"Catawba County, NC",37035,1664,27.27,38.6,38.81,3284.67,27.12,13.98,3910246,41748,156471,90413,46887,6532413,109363
2018,"Catawba County, NC",37035,1693,27.68,38.55,38.79,3293.78,27.52,13.68,4302392,45342,158652,93937,49746,7193629,113595
2016,"Craven County, NC",37049,1438,26.92,38.65,38.84,3286.77,27.16,12.53,2262998,41563,102760,50131,52216,4270990,60121
2018,"Craven County, NC",37049,1337,26.94,38.5,38.66,3257.81,27.84,12.56,2348869,43665,102912,49207,53630,4493680,59453
2017,"Craven County, NC",37049,1386,27.2,38.46,38.57,3259.14,27.41,12.66,2265768,41831,102754,49736,51524,4298295,59720
2016,"Cumberland County, NC",37051,5446,26.83,38.35,38.67,3234.77,27.01,11.5,6154127,35954,333300,173451,58653,11983381,200923
2017,"Cumberland County, NC",37051,5506,26.98,38.35,38.82,3229.0,27.07,11.56,6242092,36990,331239,173325,59961,12252634,201939
2018,"Cumberland County, NC",37051,5401,27.22,38.32,38.82,3217.31,27.46,11.45,6606730,38780,332330,174322,61401,12887624,203746
2018,"Davidson County, NC",37057,1751,27.41,38.21,38.72,3227.17,28.02,13.24,3917047,39087,166614,47922,42821,6512483,65907
2016,"Davidson County, NC",37057,1771,27.12,38.18,38.78,3236.51,27.97,14.26,3629078,36441,164394,46958,40398,5990760,64323
2017,"Davidson County, NC",37057,1761,27.14,38.21,38.58,3217.88,27.98,14.09,3801097,37867,165313,47326,41958,6259826,64840
2016,"Durham County, NC",37063,4346,29.68,38.6,38.75,3269.32,26.72,13.34,9378277,46255,307705,214268,71318,14232801,255030
2017,"Durham County, NC",37063,4181,29.83,38.55,38.68,3248.76,26.64,13.42,9889028,48051,311888,218493,72692,14986630,261227
2018,"Durham County, NC",37063,4152,29.91,38.52,38.66,3252.58,26.94,13.53,10593688,50698,316739,224584,74966,16058004,268591
2018,"Forsyth County, NC",37067,4330,28.67,38.27,38.67,3211.02,27.62,13.61,11295736,48804,379099,200697,57259,18501670,247153
2016,"Forsyth County, NC",37067,4496,28.48,38.39,38.79,3220.16,27.06,14.47,10320572,45168,371157,197081,54603,16764457,240833
2017,"Forsyth County, NC",37067,4368,28.53,38.3,38.69,3190.75,27.37,14.12,10926470,47062,375724,197475,57283,17682171,242691
2018,"Gaston County, NC",37071,2525,27.85,38.6,38.79,3249.57,27.72,11.63,5581066,41379,222846,79067,45414,9221142,101572
2016,"Gaston County, NC",37071,2524,27.54,38.7,38.78,3238.8,27.31,11.21,5033619,38177,216716,74376,42987,8273625,95570
2017,"Gaston County, NC",37071,2588,27.64,38.67,38.76,3222.5,27.68,11.49,5295237,39795,219819,76406,43837,8747604,98252
2018,"Guilford County, NC",37081,6115,28.82,38.37,38.52,3223.01,27.99,11.69,14969904,45875,533670,303863,53598,24482132,377812
2017,"Guilford County, NC",37081,6218,28.61,38.37,38.52,3205.93,27.65,13.06,14504005,44268,529496,301313,52804,23439535,373056
2016,"Guilford County, NC",37081,6259,28.56,38.45,38.58,3237.05,27.59,13.5,14004468,43059,525055,299323,51232,22608249,369858
2016,"Harnett County, NC",37085,1861,28.04,38.35,38.65,3266.52,26.98,11.1,2482620,32019,130631,27302,35582,4182682,38825
2018,"Harnett County, NC",37085,1845,28.4,38.36,38.72,3274.44,27.36,10.83,2791025,34604,134214,28217,37283,4644362,40568
2017,"Harnett County, NC",37085,1886,28.13,38.41,38.87,3289.88,27.19,11.08,2606718,33064,132229,28131,36424,4371968,40150
2018,"Henderson County, NC",37089,1093,28.24,38.52,38.8,3294.3,27.05,13.42,2519723,43276,116748,41375,43756,5052354,56867
2016,"Henderson County, NC",37089,1089,28.14,38.37,38.6,3254.78,26.42,12.24,2269275,39915,113723,39592,41738,4539246,53968
2017,"Henderson County, NC",37089,1040,28.36,38.52,38.74,3271.45,26.58,12.95,2387100,41286,115457,40105,42864,4766717,55190
2017,"Iredell County, NC",37097,1858,28.55,38.42,38.74,3269.08,27.24,12.0,5622947,48027,175628,76329,51019,8434954,99681
2016,"Iredell County, NC",37097,1923,28.31,38.48,38.78,3271.8,27.13,11.77,5368583,47134,172552,76023,51363,8133022,98551
2018,"Iredell County, NC",37097,1891,28.62,38.42,38.65,3266.94,27.29,11.58,5921407,50065,178435,78847,51384,8933331,102837
2018,"Johnston County, NC",37101,2299,28.84,38.45,38.76,3294.02,28.11,12.31,5496552,39922,202675,53173,42245,8091135,76647
2017,"Johnston County, NC",37101,2318,28.53,38.42,38.77,3284.67,28.0,12.33,5084734,38249,196423,51505,41187,7513061,74324
2016,"Johnston County, NC",37101,2336,28.38,38.48,39.0,3292.53,27.87,12.3,4813180,37337,190868,50443,40450,7126416,72012
2018,"Mecklenburg County, NC",37119,14650,29.7,38.52,38.7,3220.41,26.32,12.06,47400970,61137,1093901,754255,75942,66878185,931583
2017,"Mecklenburg County, NC",37119,14753,29.67,38.53,38.65,3228.3,26.21,12.19,44891420,58539,1077311,733223,73677,63064378,904514
2016,"Mecklenburg County, NC",37119,14881,29.56,38.56,38.68,3225.91,26.07,12.69,41854132,55276,1056665,712521,71433,58408587,875414
2017,"New Hanover County, NC",37129,2267,29.59,38.38,38.6,3273.17,26.17,11.94,5524421,43722,228657,119870,47293,9997379,154525
2018,"New Hanover County, NC",37129,2145,29.64,38.34,38.59,3261.81,25.96,12.22,5723842,45290,232274,123557,48090,10519705,159251
2016,"New Hanover County, NC",37129,2241,29.48,38.5,38.7,3282.77,25.76,12.51,5255922,42769,224789,117767,45537,9613917,153238
2016,"Onslow County, NC",37133,3960,26.25,38.67,39.3,3333.83,26.05,14.51,5657679,45907,192184,96463,59287,8822664,111834
2017,"Onslow County, NC",37133,4061,26.19,38.57,39.27,3323.53,26.4,11.96,5539778,44836,194838,99347,55977,8735704,115950
2018,"Onslow County, NC",37133,3923,26.26,38.61,39.12,3331.49,26.39,12.3,5781434,46142,197683,97907,58668,9121475,115011
2017,"Orange County, NC",37135,1179,30.94,38.66,38.82,3316.87,25.54,11.55,5455419,63460,143960,79878,57118,9135738,103596
2018,"Orange County, NC",37135,1134,31.2,38.68,38.84,3286.37,25.46,11.69,5838407,67385,146027,82384,59254,9840004,106694
2016,"Orange County, NC",37135,1166,30.74,38.68,38.86,3315.33,25.42,11.56,5207943,60044,142991,79523,55979,8585728,102454
2018,"Pitt County, NC",37147,2085,28.41,38.09,38.36,3184.18,28.72,11.76,4427220,41191,179914,84343,51053,7410874,102454
2016,"Pitt County, NC",37147,2023,27.99,38.25,38.54,3224.2,28.35,12.85,4127606,38611,177232,81941,48983,6843074,99310
2017,"Pitt County, NC",37147,2051,28.23,38.34,38.61,3197.84,28.33,12.5,4300685,39873,178617,82837,50438,7122044,100461
2016,"Randolph County, NC",37151,1600,27.16,38.44,38.73,3290.75,27.43,12.39,2988041,34709,143146,47665,39710,4968401,63922
2017,"Randolph County, NC",37151,1576,27.55,38.35,38.67,3284.7,27.83,12.52,3098827,35910,143149,47633,41034,5140551,64106
2018,"Randolph County, NC",37151,1520,27.65,38.42,38.83,3286.17,28.12,11.21,3155911,37017,143351,47744,41569,5306487,64673
2018,"Robeson County, NC",37155,1699,26.36,38.35,38.46,3161.59,28.57,9.7,1877830,29438,131831,41643,39780,3880802,52434
2016,"Robeson County, NC",37155,1775,26.29,38.46,38.6,3137.95,28.59,10.24,1785769,27604,133384,41723,37673,3681933,52461
2017,"Robeson County, NC",37155,1782,26.14,38.26,38.39,3128.56,28.49,9.51,1817198,28270,132590,41654,39018,3748269,52182
2016,"Rowan County, NC",37159,1651,27.01,38.31,38.51,3188.09,27.45,11.2,2813000,35489,139495,50686,45724,4950472,65255
2017,"Rowan County, NC",37159,1587,27.2,38.38,38.73,3236.94,28.19,11.35,2924159,36576,140537,51375,46595,5140284,66110
2018,"Rowan County, NC",37159,1593,27.61,38.24,38.53,3213.0,28.61,11.08,3048569,38089,141262,51987,47969,5380568,67115
2017,"Union County, NC",37179,2382,29.42,38.59,38.79,3306.63,26.93,12.34,8329442,49251,231424,68248,45451,11397902,98886
2016,"Union County, NC",37179,2415,29.39,38.57,38.81,3310.62,26.9,13.05,7787683,47809,226383,66271,43854,10823127,94923
2018,"Union County, NC",37179,2456,29.74,38.53,38.72,3321.01,27.1,12.38,8819628,51326,235908,69542,46306,12108123,101068
2017,"Wake County, NC",37183,12682,30.46,38.58,38.76,3291.44,26.16,12.25,42347767,55860,1071886,590991,59763,59875574,752696
2016,"Wake County, NC",37183,13018,30.44,38.61,38.74,3300.2,25.97,11.97,40312227,54584,1048381,574996,58584,57224714,728416
2018,"Wake County, NC",37183,12578,30.6,38.62,38.77,3293.31,26.25,12.68,45527246,59014,1092305,610269,63304,64461643,777027
2016,"Wayne County, NC",37191,1636,27.42,38.51,38.74,3266.33,27.72,11.39,2477248,35607,124448,48874,45975,4431172,58856
2018,"Wayne County, NC",37191,1639,27.29,38.53,38.78,3284.48,28.14,10.65,2625762,38472,123248,49100,47710,4741631,59518
2017,"Wayne County, NC",37191,1611,27.1,38.48,38.8,3240.21,28.0,11.14,2574540,37309,123257,49013,47385,4598543,59175
2016,"Cass County, ND",38017,2639,29.3,38.64,38.9,3355.09,27.1,10.92,6294775,54363,174271,124138,55174,9473942,147591
2018,"Cass County, ND",38017,2453,29.49,38.61,38.84,3337.67,27.4,11.03,6619911,56070,181516,125577,56658,10177672,151089
2017,"Cass County, ND",38017,2534,29.39,38.64,38.92,3331.85,27.22,10.92,6314016,53945,177937,124622,55014,9598771,149347
2017,"Allen County, OH",39003,1244,26.74,38.07,38.14,3205.93,28.09,11.85,2540790,40712,103069,53771,52224,4196097,63990
2016,"Allen County, OH",39003,1257,26.96,38.14,38.15,3229.75,28.28,11.73,2455497,39146,103561,53294,50494,4054018,63392
2018,"Allen County, OH",39003,1248,27.23,38.12,38.24,3234.87,28.01,11.88,2669698,42816,102663,53724,54252,4395648,64205
2016,"Ashtabula County, OH",39007,1075,26.99,38.38,38.66,3241.44,27.62,9.69,1942968,35556,98108,32240,41271,3488349,42427
2017,"Ashtabula County, OH",39007,1149,26.89,38.32,38.6,3252.58,27.79,9.87,2035673,37112,97692,32186,43015,3625510,42590
2018,"Ashtabula County, OH",39007,1108,27.11,38.39,38.55,3279.16,27.81,10.02,2101008,38461,97493,32870,43526,3749703,43562
2017,"Butler County, OH",39017,4466,28.22,38.47,38.65,3290.61,27.19,11.84,11664246,45335,380843,167086,57579,17265499,205205
2016,"Butler County, OH",39017,4452,28.31,38.42,38.61,3307.3,27.32,11.93,11051548,43317,378443,163364,55003,16393191,199295
2018,"Butler County, OH",39017,4472,28.6,38.35,38.52,3276.42,27.54,11.8,12223265,47408,382378,168469,59047,18127599,207854
2016,"Clark County, OH",39023,1532,26.17,38.16,38.41,3252.96,28.03,10.39,2901600,37843,134701,50907,44761,5097520,61666
2017,"Clark County, OH",39023,1614,26.33,38.34,38.62,3251.49,28.23,10.19,3035241,39235,134649,51120,46780,5282966,62171
2018,"Clark County, OH",39023,1552,26.53,38.28,38.47,3264.25,28.58,10.24,3149418,40769,134585,51100,48023,5486879,62434
2017,"Clermont County, OH",39025,2311,28.43,38.5,38.76,3316.7,27.49,12.65,7390514,51123,204171,63163,58260,10437863,85507
2018,"Clermont County, OH",39025,2310,28.51,38.47,38.67,3315.47,27.52,12.21,7815825,53770,205466,63904,59913,11047894,86945
2016,"Clermont County, OH",39025,2293,28.2,38.51,38.8,3329.04,27.21,12.8,7012574,48658,203053,62435,57032,9880102,83987
2016,"Columbiana County, OH",39029,1070,26.66,38.45,38.67,3279.03,27.12,12.01,2081908,35263,103850,31763,40127,3662038,42605
2018,"Columbiana County, OH",39029,982,27.03,38.34,38.59,3266.69,28.1,12.74,2213347,38013,102665,31694,42332,3902646,43001
2017,"Columbiana County, OH",39029,1025,27.3,38.42,38.7,3315.36,27.91,12.33,2138057,36481,103149,31498,40955,3762995,42523
2016,"Cuyahoga County, OH",39035,14758,28.41,38.32,38.48,3171.25,27.33,11.54,37949745,50391,1254482,766040,61790,63214305,925189
2018,"Cuyahoga County, OH",39035,13870,28.86,38.26,38.4,3182.93,27.5,11.74,40835343,54739,1243857,774040,65504,68087050,943069
2017,"Cuyahoga County, OH",39035,14550,28.58,38.28,38.41,3169.11,27.36,11.52,39410308,52313,1248371,766642,63921,65306575,930245
2016,"Delaware County, OH",39041,2079,31.27,38.65,38.83,3364.47,25.11,11.31,10191093,68467,196923,90870,56517,13482723,123139
2017,"Delaware County, OH",39041,2074,31.01,38.49,38.62,3328.05,25.59,11.46,10761190,71434,200542,93998,58993,14325419,126994
2018,"Delaware County, OH",39041,2106,31.54,38.54,38.69,3343.93,25.81,11.93,11328390,74093,204826,94441,60297,15176138,128289
2018,"Fairfield County, OH",39045,1669,28.73,38.41,38.55,3282.31,27.0,11.48,4859012,46113,155782,46999,42553,7183596,65504
2017,"Fairfield County, OH",39045,1755,28.31,38.4,38.61,3302.99,27.06,11.28,4660095,44441,154557,46789,42470,6868635,64802
2016,"Fairfield County, OH",39045,1629,28.39,38.34,38.56,3288.56,26.82,11.39,4425623,42762,152656,45647,39964,6527871,63310
2017,"Franklin County, OH",39049,18886,29.1,38.42,38.53,3235.02,26.68,10.6,42444192,48659,1295706,815757,61854,63047635,985541
2016,"Franklin County, OH",39049,19045,28.88,38.42,38.54,3234.41,26.51,10.6,40930204,47918,1274580,804091,60532,61075613,965366
2018,"Franklin County, OH",39049,18338,29.25,38.42,38.53,3235.98,26.76,10.91,44378422,50443,1310300,826210,63496,66096109,1002210
2016,"Greene County, OH",39057,1808,28.82,38.38,38.56,3310.43,26.93,11.86,4866439,46317,165315,81222,60977,7656968,98210
2018,"Greene County, OH",39057,1720,28.81,38.46,38.63,3325.44,27.44,11.99,5314860,50291,167995,85712,64300,8448709,103854
2017,"Greene County, OH",39057,1744,28.72,38.51,38.72,3365.5,27.35,12.15,5075883,48224,166779,83601,62362,8042674,101280
2018,"Hamilton County, OH",39061,10835,28.8,38.36,38.47,3229.2,27.0,11.43,29225674,59561,816684,555259,68645,48642736,663253
2016,"Hamilton County, OH",39061,10820,28.58,38.35,38.54,3229.49,26.86,11.77,27003485,54700,811572,544221,65692,44392886,643653
2017,"Hamilton County, OH",39061,10833,28.79,38.35,38.5,3222.59,26.9,11.55,28003449,56795,814671,550490,67080,46269123,655016
2018,"Lake County, OH",39085,2212,29.41,38.53,38.7,3289.25,26.93,12.07,7617155,50729,230514,101287,51682,11693780,127024
2017,"Lake County, OH",39085,2198,29.38,38.49,38.75,3301.76,26.88,11.93,7341772,48600,230370,100305,50794,11195984,125298
2016,"Lake County, OH",39085,2163,28.9,38.49,38.66,3289.19,26.76,11.21,7035122,46768,229623,99854,49156,10738919,124294
2016,"Licking County, OH",39089,2075,28.01,38.54,38.69,3321.98,27.11,10.68,4900665,42789,171993,56751,44237,7359441,77738
2017,"Licking County, OH",39089,1866,27.98,38.48,38.55,3307.93,27.56,10.59,5164002,44464,173670,59742,45131,7722130,80972
2018,"Licking County, OH",39089,1991,28.35,38.39,38.51,3274.49,27.53,10.75,5401505,46059,175769,63316,46964,8095725,85098
2016,"Lorain County, OH",39093,3295,28.12,38.45,38.66,3262.57,27.09,11.62,8421794,42822,306619,103617,47391,13130003,131582
2018,"Lorain County, OH",39093,3199,28.35,38.38,38.59,3261.47,27.42,11.72,9097527,46147,309461,104748,49380,14280791,134859
2017,"Lorain County, OH",39093,3183,27.99,38.43,38.59,3254.96,27.18,11.79,8722479,44299,307622,104338,48085,13627492,133610
2018,"Lucas County, OH",39095,5418,27.71,38.28,38.43,3209.38,27.8,12.54,12335497,46290,429899,225343,58350,19900137,268908
2017,"Lucas County, OH",39095,5445,27.49,38.3,38.42,3212.95,27.83,11.94,11814371,44230,431033,221581,56688,19064686,263932
2016,"Lucas County, OH",39095,5627,27.54,38.3,38.46,3220.04,27.53,10.94,11702257,43390,432783,224971,55798,18778279,266240
2017,"Mahoning County, OH",39099,2458,27.61,38.13,38.34,3184.01,27.68,12.94,5267363,41326,230010,102817,44833,9505414,130210
2018,"Mahoning County, OH",39099,2344,27.9,38.09,38.27,3158.59,27.56,12.94,5461470,43097,229642,103411,45922,9896991,131470
2016,"Mahoning County, OH",39099,2506,27.73,38.14,38.39,3182.4,27.13,12.83,5233467,40694,230375,104144,43417,9374945,131048
2017,"Medina County, OH",39103,1720,29.9,38.64,38.79,3362.67,26.23,11.97,6733141,53364,178240,64645,47785,9511615,88017
2018,"Medina County, OH",39103,1675,30.06,38.77,38.95,3382.42,26.64,12.14,7016029,55691,179146,65255,48920,9976843,89271
2016,"Medina County, OH",39103,1816,29.92,38.68,38.87,3345.96,25.89,11.83,6553243,51785,176901,64067,46563,9160855,87076
